-82808234,90048313
-193856639,-139175818
6019578,165443713
100711339,76188463
-177736742,130496013
-175162364,83962313
196704141,71392963
-99455539,181737111
-119380688,79213263
114491591,75355413
-43316008,79387413
-211354408,97139813
89082921,75984213
183827936,90252163
-90552528,78952763
-21936514,84337513
92665562,91890563
54358912,72515513
