38441858,3519714
78959245,3549268
163257869,3508593
330357030,4043355
661480546,4048641
32114756,4019884
15988991,4012470
-38938761,3977513
-1487771,3977653
-51459972,4018421
4519477,4043607
14076818,3981100
11932926,4054734
7041916,4030493
33969696,3991890
-4734828,4018622
-8384086,3979326
1403451,3988730
24028106,4025858
33495544,4004191
9370200,4023753
3648500,3983481
640974709,3987573
127700,4056098
4573706,4027613
11227369,4040604
